"","id","accepted_date","title","ps","p_value"
"2616","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p = 0.001)",0.001
"2617","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p = 0.045)",0.045
"2618","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.001)",5e-04
"2619","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p = 0.013)",0.013
"2620","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p = 0.003)",0.003
"2621","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.001)",5e-04
"2622","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.001)",5e-04
"2623","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.001)",5e-04
"2624","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.001)",5e-04
"2625","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.05; ",0.025
"2626","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.01. ",0.005
"2627","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.05; ",0.025
"2628","10.1371/journal.pone.0208312","2018-11-15T00:00:00Z","Human ecological and social determinants of dental caries among the Xavante Indigenous people in Central Brazil","p < 0.01. ",0.005
"2629","10.1371/journal.pgen.1003634","2013-05-31T00:00:00Z","Genomic Analysis of Natural Selection and Phenotypic Variation in High-Altitude Mongolians","p = 0.004 ",0.004
"2630","10.1371/journal.pgen.1003634","2013-05-31T00:00:00Z","Genomic Analysis of Natural Selection and Phenotypic Variation in High-Altitude Mongolians","p = 0) und",0
"2631","10.1371/journal.pone.0078894","2013-09-17T00:00:00Z","Unveiling Current Guanaco Distribution in Chile Based upon Niche Structure of Phylogeographic Lineages: Andean Puna to Subpolar Forests","p = 0), up",0
"2632","10.1371/journal.pone.0078894","2013-09-17T00:00:00Z","Unveiling Current Guanaco Distribution in Chile Based upon Niche Structure of Phylogeographic Lineages: Andean Puna to Subpolar Forests","p = 1.0) d",1
"2633","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p > 0.05; ",0.05
"2634","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2635","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2636","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2637","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2638","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2639","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001;",5e-04
"2640","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p = 0.0241",0.0241
"2641","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p < 0.001,",5e-04
"2642","10.1371/journal.pone.0250783","2021-04-14T00:00:00Z","Investigating variability in microbial community composition in replicate environmental DNA samples down lake sediment cores","p = 0.0196",0.0196
"2643","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p = 9.5e-1",1e-05
"2644","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p = 7.6e-0",1e-05
"2645","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p = 1.4e-1",1e-05
"2646","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p = 9.5e-1",1e-05
"2647","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p < 1.0 e-",1e-05
"2648","10.1371/journal.pgen.1005052","2015-02-02T00:00:00Z","A Genomic Portrait of Haplotype Diversity and Signatures of Selection in Indigenous Southern African Populations","p < 4.8e-0",1e-05
"2649","10.1371/journal.pone.0254376","2021-06-24T00:00:00Z","Morphological and genetic diversity of traditional varieties of agave in Hidalgo State, Mexico","p < 0.001)",5e-04
"2650","10.1371/journal.pone.0254376","2021-06-24T00:00:00Z","Morphological and genetic diversity of traditional varieties of agave in Hidalgo State, Mexico","p < 0.05).",0.025
"2651","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.0054",0.0054
"2652","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.0016",0.0016
"2653","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.0002",2e-04
"2654","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.253)",0.253
"2655","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.017)",0.017
"2656","10.1371/journal.pone.0009895","2010-02-05T00:00:00Z","Genetic Relationships of Ethnic Minorities in Southwest China Revealed by Microsatellite Markers","p = 0.102 ",0.102
"2657","10.1371/journal.pone.0035025","2012-03-12T00:00:00Z","Cultural Phylogenetics of the Tupi Language Family in Lowland South America","p = 0.008,",0.008
"2658","10.1371/journal.pone.0035025","2012-03-12T00:00:00Z","Cultural Phylogenetics of the Tupi Language Family in Lowland South America","p = 0.003)",0.003
"2659","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.01) ",0.005
"2660","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001;",5e-04
"2661","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001)",5e-04
"2662","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.05) ",0.025
"2663","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001,",5e-04
"2664","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.05),",0.025
"2665","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001)",5e-04
"2666","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p = 0.003)",0.003
"2667","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001)",5e-04
"2668","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p = 0.043)",0.043
"2669","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.001)",5e-04
"2670","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p = 0.018)",0.018
"2671","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p = 0.015)",0.015
"2672","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.05 (",0.025
"2673","10.1371/journal.pone.0084804","2013-11-19T00:00:00Z","Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking Farmer and Pastoralist Populations","p < 0.0001",5e-05
"2674","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.097)",0.097
"2675","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.262)",0.262
"2676","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.009)",0.009
"2677","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.094)",0.094
"2678","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.003)",0.003
"2679","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.287)",0.287
"2680","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.004)",0.004
"2681","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.019)",0.019
"2682","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.677)",0.677
"2683","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.633)",0.633
"2684","10.1371/journal.pone.0083452","2013-11-04T00:00:00Z","Tracking Diet Preferences of Bats Using Stable Isotope and Fatty Acid Signatures of Faeces","p = 0.107)",0.107
"2685","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.001)",0.001
"2686","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.001)",0.001
"2687","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.75).",0.75
"2688","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 5.39E-",5.39
"2689","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.017)",0.017
"2690","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.0026",0.0026
"2691","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.013)",0.013
"2692","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.013)",0.013
"2693","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.10),",0.1
"2694","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.25) ",0.25
"2695","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.24).",0.24
"2696","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.16).",0.16
"2697","10.1371/journal.pone.0170940","2017-01-12T00:00:00Z","Comparing Ancient DNA Preservation in Petrous Bone and Tooth Cementum","p = 0.012)",0.012
"2698","10.1371/journal.pone.0165237","2016-09-15T00:00:00Z","Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)","p = 0.600)",0.6
"2699","10.1371/journal.pone.0165237","2016-09-15T00:00:00Z","Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)","p = 0.710)",0.71
"2700","10.1371/journal.pone.0165237","2016-09-15T00:00:00Z","Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)","p = 0.000)",0
"2701","10.1371/journal.pone.0165237","2016-09-15T00:00:00Z","Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)","p = 0.002)",0.002
"2702","10.1371/journal.pone.0165237","2016-09-15T00:00:00Z","Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)","p = 0.173)",0.173
"2703","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.72–0",0.72
"2704","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p < 0.05).",0.025
"2705","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p < 0.05) ",0.025
"2706","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.87),",0.87
"2707","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.94 (",0.94
"2708","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.72 w",0.72
"2709","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.49).",0.49
"2710","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.001*",0.001
"2711","10.1371/journal.pone.0202931","2018-08-10T00:00:00Z","Repeatability, reproducibility and consistency of horse shape data and its association with linearly described conformation traits in Franches-Montagnes stallions","p = 0.37).",0.37
"2712","10.1371/journal.pone.0219770","2019-07-01T00:00:00Z","Measures for sustainable forest management in the tropics – A tree-ring based case study on tree growth and forest dynamics in a Central Amazonian lowland moist forest","p = 0.0001",1e-04
"2713","10.1371/journal.pone.0219770","2019-07-01T00:00:00Z","Measures for sustainable forest management in the tropics – A tree-ring based case study on tree growth and forest dynamics in a Central Amazonian lowland moist forest","p = 0.05 l",0.05
"2714","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.080,",0.08
"2715","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.647;",0.647
"2716","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.796;",0.796
"2717","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.222,",0.222
"2718","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.848,",0.848
"2719","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p = 0.004,",0.004
"2720","10.1371/journal.pone.0220520","2019-07-17T00:00:00Z","A network of bivalve chronologies from semi-enclosed seas","p < 0.05),",0.025
"2721","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = 0.008)",0.008
"2722","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = 0.004)",0.004
"2723","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = 0) UoA",0
"2724","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = 0.189)",0.189
"2725","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = 0.888)",0.888
"2726","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = .008) ",0.008
"2727","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = .008).",0.008
"2728","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = .004) ",0.004
"2729","10.1371/journal.pone.0179722","2017-05-24T00:00:00Z","Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise","p = .004).",0.004
"2730","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.253)",0.253
"2731","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.285)",0.285
"2732","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.96) ",0.96
"2733","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.010)",0.01
"2734","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.001)",0.001
"2735","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.074)",0.074
"2736","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.004)",0.004
"2737","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.302)",0.302
"2738","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.122)",0.122
"2739","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.024)",0.024
"2740","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.001)",0.001
"2741","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.160)",0.16
"2742","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.148,",0.148
"2743","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.015,",0.015
"2744","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.017,",0.017
"2745","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.073,",0.073
"2746","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.017,",0.017
"2747","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.416,",0.416
"2748","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.001,",0.001
"2749","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.253)",0.253
"2750","10.1371/journal.pone.0245445","2020-12-31T00:00:00Z","Three-dimensional geometric morphometric studies of modern human occipital variation","p = 0.285)",0.285
"2751","10.1371/journal.pone.0243171","2020-11-16T00:00:00Z","Geographical and social isolation drive the evolution of Austronesian languages","p = 0.17; ",0.17
"2752","10.1371/journal.pone.0243171","2020-11-16T00:00:00Z","Geographical and social isolation drive the evolution of Austronesian languages","p < 0.05),",0.025
"2753","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p = 0.012)",0.012
"2754","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p = 0.001)",0.001
"2755","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p = 0.001)",0.001
"2756","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p = 0.001)",0.001
"2757","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p < 0.001)",5e-04
"2758","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p = 0.197)",0.197
"2759","10.1371/journal.pone.0253564","2021-06-09T00:00:00Z","Sexual dimorphism of the mandibular conformational changes in aging human adults: A multislice computed tomographic study by geometric morphometrics","p < 0.001)",5e-04
"2760","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p = 0.219)",0.219
"2761","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p = 0.775)",0.775
"2762","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p < 0.005)",0.005
"2763","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p < 10−3) ",10
"2764","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p < 0.002)",0.002
"2765","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p < 0.02).",0.02
"2766","10.1371/journal.pone.0272278","2022-07-15T00:00:00Z","London parochial burial records from 1563 to 1665 indicate higher plague death rates for males than females: Some possible demographic and social explanations","p < 10−3) ",10
"2767","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.05) ",0.025
"2768","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p = 0.025)",0.025
"2769","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2770","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2771","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2772","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2773","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2774","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p = 0.88) ",0.88
"2775","10.1371/journal.pone.0276866","2022-10-16T00:00:00Z","Elemental composition of primary lamellar bone differs between parous and nulliparous rhesus macaque females","p < 0.0000",0
"2776","10.1371/journal.pone.0007957","2009-10-23T00:00:00Z","Limits of Principal Components Analysis for Producing a Common Trait Space: Implications for Inferring Selection, Contingency, and Chance in Evolution","p = 0.004)",0.004
"2777","10.1371/journal.pone.0007957","2009-10-23T00:00:00Z","Limits of Principal Components Analysis for Producing a Common Trait Space: Implications for Inferring Selection, Contingency, and Chance in Evolution","p = 0.072,",0.072
